# energy grid [eV]     ieps_x  ieps_y  ieps_z
#
    3.604243243    3.448774650    3.448768243    2.711962194
    3.614252252    3.442584943    3.442578556    2.708390210
    3.624261261    3.436418193    3.436411826    2.704826702
    3.634270270    3.430274273    3.430267926    2.701271657
    3.644279279    3.424153060    3.424146732    2.697725062
    3.654288288    3.418054429    3.418048121    2.694186904
    3.664297297    3.411978259    3.411971970    2.690657169
    3.674306306    3.405924427    3.405918157    2.687135844
    3.684315315    3.399892813    3.399886563    2.683622917
    3.694324324    3.393883297    3.393877066    2.680118372
    3.704333333    3.387895760    3.387889549    2.676622198
    3.714342342    3.381930086    3.381923893    2.673134380
    3.724351351    3.375986156    3.375979982    2.669654904
    3.734360360    3.370063856    3.370057700    2.666183757
    3.744369369    3.364163069    3.364156932    2.662720924
    3.754378378    3.358283682    3.358277564    2.659266392
    3.764387387    3.352425582    3.352419482    2.655820146
    3.774396396    3.346588656    3.346582574    2.652382172
    3.784405405    3.340772792    3.340766729    2.648952456
    3.794414414    3.334977881    3.334971836    2.645530983
    3.804423423    3.329203812    3.329197785    2.642117739
    3.814432432    3.323450477    3.323444467    2.638712709
    3.824441441    3.317717767    3.317711775    2.635315880
    3.834450450    3.312005574    3.311999600    2.631927235
    3.844459459    3.306313794    3.306307837    2.628546760
    3.854468468    3.300642319    3.300636380    2.625174441
    3.864477477    3.294991045    3.294985123    2.621810263
    3.874486486    3.289359869    3.289353964    2.618454210
    3.884495495    3.283748686    3.283742798    2.615106267
    3.894504505    3.278157394    3.278151523    2.611766420
    3.904513514    3.272585892    3.272580038    2.608434653
    3.914522523    3.267034078    3.267028242    2.605110951
    3.924531532    3.261501853    3.261496033    2.601795299
    3.934540541    3.255989117    3.255983313    2.598487681
    3.944549550    3.250495770    3.250489984    2.595188082
    3.954558559    3.245021716    3.245015946    2.591896486
    3.964567568    3.239566857    3.239561103    2.588612879
    3.974576577    3.234131096    3.234125359    2.585337244
    3.984585586    3.228714338    3.228708617    2.582069566
    3.994594595    3.223316487    3.223310782    2.578809828
    4.004603604    3.217937448    3.217931760    2.575558017
    4.014612613    3.212577129    3.212571456    2.572314115
    4.024621622    3.207235436    3.207229779    2.569078107
    4.034630631    3.201912277    3.201906635    2.565849977
    4.044639640    3.196607559    3.196601933    2.562629709
    4.054648649    3.191321192    3.191315582    2.559417287
    4.064657658    3.186053085    3.186047491    2.556212696
    4.074666667    3.180803149    3.180797571    2.553015919
    4.084675676    3.175571294    3.175565731    2.549826940
    4.094684685    3.170357433    3.170351885    2.546645744
    4.104693694    3.165161476    3.165155943    2.543472313
    4.114702703    3.159983337    3.159977819    2.540306632
    4.124711712    3.154822929    3.154817427    2.537148686
    4.134720721    3.149680166    3.149674679    2.533998456
    4.144729730    3.144554963    3.144549491    2.530855928
    4.154738739    3.139447235    3.139441777    2.527721086
    4.164747748    3.134356897    3.134351454    2.524593911
    4.174756757    3.129283866    3.129278438    2.521474390
    4.184765766    3.124228060    3.124222646    2.518362504
    4.194774775    3.119189394    3.119183996    2.515258238
    4.204783784    3.114167788    3.114162404    2.512161576
    4.214792793    3.109163161    3.109157791    2.509072500
    4.224801802    3.104175430    3.104170075    2.505990995
    4.234810811    3.099204517    3.099199176    2.502917044
    4.244819820    3.094250341    3.094245015    2.499850631
    4.254828829    3.089312824    3.089307512    2.496791738
    4.264837838    3.084391886    3.084386588    2.493740351
    4.274846847    3.079487450    3.079482166    2.490696451
    4.284855856    3.074599439    3.074594168    2.487660023
    4.294864865    3.069727774    3.069722517    2.484631049
    4.304873874    3.064872380    3.064867137    2.481609514
    4.314882883    3.060033180    3.060027951    2.478595401
    4.324891892    3.055210100    3.055204884    2.475588693
    4.334900901    3.050403063    3.050397862    2.472589373
    4.344909910    3.045611997    3.045606809    2.469597426
    4.354918919    3.040836826    3.040831652    2.466612833
    4.364927928    3.036077478    3.036072317    2.463635580
    4.374936937    3.031333879    3.031328731    2.460665648
    4.384945946    3.026605956    3.026600822    2.457703022
    4.394954955    3.021893639    3.021888517    2.454747685
    4.404963964    3.017196854    3.017191746    2.451799619
    4.414972973    3.012515532    3.012510437    2.448858809
    4.424981982    3.007849601    3.007844519    2.445925238
    4.434990991    3.003198992    3.003193923    2.442998888
    4.445000000    2.998563634    2.998558578    2.440079744
    4.455009009    2.993943458    2.993938415    2.437167788
    4.465018018    2.989338396    2.989333366    2.434263005
    4.475027027    2.984748379    2.984743362    2.431365376
    4.485036036    2.980173340    2.980168335    2.428474887
    4.495045045    2.975613210    2.975608218    2.425591519
    4.505054054    2.971067923    2.971062943    2.422715256
    4.515063063    2.966537412    2.966532445    2.419846082
    4.525072072    2.962021611    2.962016656    2.416983979
